ILOC_CODE_2016,NsQ_Ce_II_IndSt_nsP,NsQ_Crt_II_TotM,NsQ_Crt_II_TotF,NsQ_Crt_II_TotP,NsQ_Crt_III_ovr_Ind_M,NsQ_Crt_III_ovr_Ind_F,NsQ_Crt_III_ovr_Ind_P,NsQ_Cer_III_ov_No_In_M,NsQ_Cer_III_ov_No_In_F,NsQ_Cer_III_ov_No_In_P,NsQ_Ce_III_ov_Ind_s_nsM,NsQ_Ce_III_ov_Ind_s_nsF,NsQ_Ce_III_ov_Ind_s_nsP,NsQ_Crt_III_ovr_TotM,NsQ_Crt_III_ovr_TotF,NsQ_Crt_III_ovr_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
ILOC40101602,3,169,188,355,23,38,69,2720,1482,4208,16,14,31,2764,1535,4303,212,260,466,14043,15042,29087,111,111,215,14361,15408,29775,47,65,115,3076,3204,6284,15,21,34,3143,3284,6428,107,130,237,8375,9001,17377,77,69,145,8554,9201,17758,127,162,287,7840,8360,16195,34,35,69,7990,8557,16550
ILOC40101603,0,93,116,214,18,22,42,1654,822,2472,3,3,8,1678,855,2529,163,187,346,8635,8112,16745,71,81,150,8865,8381,17240,38,45,81,2001,1730,3725,16,12,27,2059,1777,3839,86,105,193,5137,5182,10314,45,53,92,5265,5337,10603,81,110,192,5004,4195,9195,33,32,66,5121,4331,9451
ILOC40101604,0,77,85,164,19,21,39,1090,628,1712,5,3,11,1112,649,1766,130,129,266,6844,7068,13916,61,66,131,7039,7265,14310,33,30,61,1226,1192,2419,14,9,18,1273,1227,2499,92,92,182,4583,4877,9458,50,42,100,4730,5006,9741,56,67,119,3103,3009,6111,21,17,36,3170,3091,6262
ILOC40101605,0,68,71,138,20,18,42,1005,496,1499,9,4,10,1033,525,1552,136,121,256,4072,4025,8099,38,33,74,4250,4186,8434,29,53,86,634,637,1274,9,4,14,673,696,1372,102,89,186,2896,2802,5701,38,30,68,3028,2917,5950,53,79,132,1670,1729,3402,3,12,15,1729,1816,3545
ILOC40101701,0,34,55,89,10,15,24,842,441,1279,16,3,18,864,451,1319,85,98,182,3527,3546,7069,72,52,125,3682,3695,7375,27,29,54,561,582,1143,9,3,16,589,618,1209,50,52,102,2575,2594,5172,57,41,99,2686,2686,5372,52,61,107,1328,1378,2710,10,14,22,1386,1447,2833
ILOC40101801,0,172,217,386,38,40,77,2551,1433,3989,25,8,34,2617,1479,4096,220,258,477,11837,12025,23856,137,134,275,12191,12419,24614,69,76,145,2024,1969,3992,18,24,39,2113,2064,4183,127,152,279,8063,8247,16311,102,100,199,8288,8492,16787,120,148,270,5064,5068,10127,47,39,82,5224,5255,10479
ILOC40101802,3,92,179,266,28,22,50,2494,1285,3781,13,8,29,2537,1323,3856,146,139,280,8630,8864,17488,61,79,135,8829,9077,17910,44,48,87,1121,1199,2322,10,5,18,1174,1252,2430,93,87,179,6419,6476,12893,41,57,99,6550,6613,13167,69,85,153,2999,3185,6185,13,21,37,3080,3295,6373
ILOC40101803,4,163,255,416,43,54,100,3709,1805,5516,23,10,39,3780,1870,5650,238,267,507,14296,14286,28581,120,126,246,14654,14678,29336,55,54,108,1856,1909,3759,22,23,45,1933,1984,3914,149,165,310,10610,10588,21194,95,104,202,10848,10856,21710,104,136,236,4913,5051,9966,35,40,73,5058,5224,10281
ILOC40101804,5,218,371,593,65,68,135,3938,2457,6389,24,15,38,4028,2534,6561,372,375,743,17899,17988,35885,133,101,233,18404,18462,36867,113,81,194,3498,3480,6979,15,21,36,3629,3583,7212,241,221,457,11789,11741,23536,105,87,191,12137,12051,24186,196,195,389,8478,8600,17077,38,27,68,8709,8824,17533
ILOC40101901,10,167,322,495,40,28,67,3894,1857,5748,42,23,61,3972,1904,5876,251,193,450,15452,14486,29941,193,201,394,15900,14885,30783,50,55,105,2106,1976,4081,32,28,61,2191,2058,4247,167,130,294,11419,10592,22010,152,158,304,11738,10872,22613,105,102,205,5282,5064,10348,53,55,102,5436,5220,10660
ILOC40101902,3,121,283,408,39,49,83,2718,1537,4258,15,6,18,2769,1588,4357,203,199,401,9498,10041,19534,85,94,175,9780,10331,20113,56,76,135,1700,1843,3542,17,16,37,1780,1932,3711,110,102,213,6502,6813,13314,53,67,124,6669,6978,13649,122,135,255,4200,4647,8846,35,39,73,4354,4821,9171
ILOC40102001,3,375,618,993,72,73,145,10733,5087,15823,84,22,104,10894,5182,16071,360,353,714,39040,40713,79746,257,276,535,39656,41342,80997,78,90,168,4733,5042,9770,29,26,51,4835,5154,9992,227,207,436,29206,30175,59381,210,218,427,29640,30604,60242,168,201,367,13192,14138,27324,62,71,128,13419,14403,27820
ILOC40102101,3,66,129,196,5,7,14,1602,893,2500,15,4,15,1622,905,2528,53,57,108,16265,18345,34611,105,141,244,16425,18535,34961,10,13,20,2850,3101,5951,16,19,37,2871,3141,6010,36,30,63,11049,12460,23511,74,103,176,11157,12589,23749,24,35,56,7693,8541,16232,39,46,89,7751,8627,16373
ILOC40102102,3,170,236,401,20,31,55,4209,1924,6126,35,14,45,4265,1967,6229,117,130,247,25062,26962,52018,156,164,322,25334,27253,52582,39,43,85,3623,3995,7609,20,14,33,3676,4051,7733,70,76,146,18049,19268,37314,128,130,253,18248,19474,37713,81,88,166,9756,10921,20669,47,50,92,9878,11055,20931
ILOC40102103,0,68,110,182,13,8,20,1634,959,2592,9,5,14,1656,970,2628,53,59,106,13467,15124,28591,84,119,202,13599,15306,28906,28,13,37,2722,3101,5822,9,12,22,2756,3127,5878,39,33,70,9116,10265,19384,55,88,141,9209,10384,19594,30,37,66,6658,7625,14280,28,36,62,6714,7693,14405
ILOC40102201,0,79,125,201,17,15,29,1521,784,2300,21,4,22,1557,801,2357,97,106,198,6193,6131,12325,102,75,173,6386,6313,12698,31,28,55,849,851,1699,11,9,23,893,887,1778,60,63,119,4453,4308,8761,78,69,153,4593,4440,9035,50,56,102,2238,2353,4598,31,16,42,2320,2424,4742
ILOC40102301,0,62,127,192,30,31,58,1719,832,2555,20,10,23,1763,867,2636,144,149,293,6351,6302,12658,85,77,163,6583,6531,13111,45,55,99,886,948,1830,23,15,42,954,1013,1970,80,73,151,4499,4430,8932,59,60,121,4642,4559,9206,90,102,193,2427,2557,4982,35,33,68,2559,2691,5245
ILOC40102302,0,0,0,0,9,0,10,33,15,45,0,0,0,37,13,49,43,47,87,105,102,209,0,0,0,149,147,292,3,0,4,7,12,18,0,0,0,11,8,20,31,25,60,82,78,165,0,0,0,115,107,223,9,15,21,26,27,55,0,0,0,34,40,76
ILOC40102303,0,36,65,102,18,11,26,1241,484,1724,19,3,21,1273,496,1769,82,77,158,4487,4259,8749,79,66,150,4653,4402,9056,14,17,34,436,413,845,9,7,12,458,434,894,46,42,94,3464,3162,6623,57,51,109,3566,3255,6820,38,44,82,1296,1339,2637,24,10,37,1360,1392,2745
ILOC40200101,0,0,5,3,23,16,38,0,0,0,0,0,0,23,18,42,182,211,395,5,8,10,0,0,0,183,218,401,7,6,19,3,7,13,0,0,0,16,14,28,156,183,339,0,0,3,0,0,0,159,186,343,15,16,31,4,10,23,0,0,0,24,26,48
ILOC40200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,52,3,0,3,0,0,0,28,27,59,0,3,3,0,4,3,0,0,0,3,8,5,26,29,48,0,0,0,0,0,0,25,29,49,0,0,0,3,4,6,0,0,0,3,7,4
ILOC40200103,0,6,0,8,4,4,8,4,3,9,0,0,0,11,4,11,84,109,192,14,10,25,0,0,0,105,121,219,12,14,19,3,3,3,0,0,0,11,14,23,83,94,180,10,4,15,0,0,0,95,105,194,7,14,26,7,12,24,0,0,0,22,24,47
ILOC40200104,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,28,39,70,0,0,0,0,0,0,28,39,70,0,0,0,0,0,3,0,0,0,3,0,0,20,31,55,0,0,0,0,0,0,20,31,55,4,3,6,0,0,3,0,0,0,4,5,14
ILOC40200105,0,0,0,0,3,4,9,5,0,9,0,0,0,16,6,17,102,97,197,22,8,34,0,0,0,127,109,233,0,4,9,6,11,17,0,0,0,11,16,27,88,85,177,9,3,12,0,0,0,104,89,189,14,9,23,20,20,35,0,0,0,31,26,58
ILOC40200106,0,0,0,0,4,0,9,0,0,0,0,0,0,9,0,6,40,29,67,3,5,3,0,0,0,45,34,74,3,0,3,0,0,3,0,0,0,0,0,4,25,18,46,0,3,3,0,0,0,26,25,48,11,9,16,0,4,5,0,0,0,16,13,25
ILOC40200107,0,3,0,4,0,0,0,3,0,3,0,0,0,3,0,4,99,92,184,3,6,12,0,0,0,99,95,201,0,0,0,4,4,9,0,0,0,4,4,9,76,81,162,4,6,10,0,0,0,85,85,166,3,0,4,10,10,14,0,0,0,10,8,17
ILOC40200108,0,0,0,0,7,0,7,0,0,0,0,0,0,8,0,8,69,74,147,8,9,11,0,0,0,76,87,157,0,0,0,4,11,11,0,0,0,4,11,11,61,64,127,4,0,4,0,0,0,61,64,133,0,0,3,5,13,21,0,0,0,9,17,30
ILOC40200109,0,0,3,3,8,7,8,10,3,12,0,0,0,14,12,26,183,201,380,20,12,35,0,0,0,201,215,412,12,10,18,10,17,29,0,0,0,19,28,45,156,184,342,3,0,6,0,0,0,164,182,347,13,10,23,23,26,51,0,0,0,36,41,78
ILOC40200110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200201,0,7,5,13,8,7,20,164,54,219,0,0,0,178,62,233,89,98,183,580,412,1000,11,12,27,684,521,1205,25,31,55,88,63,155,0,0,3,111,99,212,61,62,124,426,261,684,9,7,19,492,335,827,39,59,100,212,193,401,9,0,5,253,250,505
ILOC40200202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,35,0,0,0,0,0,0,17,22,35,3,0,3,0,0,0,0,0,0,3,0,3,11,11,19,0,0,0,0,0,0,11,11,19,7,6,13,0,0,0,0,0,0,7,6,13
ILOC40200301,0,3,0,4,0,0,5,0,0,0,0,0,0,4,0,5,38,50,85,5,0,10,0,0,0,42,50,98,0,0,0,5,8,12,0,0,0,10,8,14,35,46,76,8,0,8,0,0,0,43,46,87,0,0,0,9,12,18,0,0,0,9,12,18
ILOC40200302,0,0,0,3,3,0,6,0,0,3,0,0,0,3,4,7,20,18,38,4,3,10,0,0,0,23,19,50,0,0,3,0,0,0,0,0,0,4,0,4,19,13,32,0,0,3,0,0,0,22,14,33,3,8,5,3,4,8,0,0,0,9,8,12
ILOC40200303,0,16,10,24,13,6,22,329,70,402,7,0,7,350,77,425,78,55,133,791,449,1241,9,7,10,881,506,1387,21,10,27,189,103,294,3,0,3,213,110,321,54,37,93,513,295,811,8,3,7,574,334,909,42,25,64,445,229,670,8,0,10,495,251,746
ILOC40200304,0,3,3,5,5,3,11,31,7,36,0,0,0,36,13,50,28,22,47,104,79,178,0,3,3,124,105,230,0,3,3,6,3,9,0,0,0,6,3,13,14,18,35,70,54,123,0,0,0,91,66,154,8,9,18,34,27,61,0,3,3,40,36,75
ILOC40200305,0,21,22,50,23,3,23,621,194,811,10,0,12,649,197,842,39,19,59,1272,967,2234,16,6,29,1321,998,2316,34,24,58,572,483,1050,0,12,11,607,512,1121,22,6,29,631,447,1079,9,4,12,668,454,1118,39,31,67,1057,856,1919,7,10,19,1107,896,2004
ILOC40200401,3,172,259,429,45,52,102,3250,1490,4742,35,15,47,3335,1558,4890,364,402,771,12333,12279,24609,161,142,302,12864,12816,25683,80,119,199,1434,1585,3020,15,22,32,1528,1721,3249,240,245,489,9397,9232,18631,120,110,230,9760,9588,19351,150,214,371,3852,4163,8012,36,25,67,4038,4406,8448
ILOC40200402,0,3,4,7,13,9,22,134,36,174,3,0,3,144,50,197,49,64,116,383,407,784,10,4,14,445,479,921,5,8,17,50,52,101,0,0,0,53,64,120,32,42,76,288,303,590,3,4,11,330,351,677,21,31,51,142,136,274,0,0,0,168,164,329
ILOC40200501,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,3,38,43,84,0,0,0,0,0,0,37,40,82,8,16,31,0,0,0,0,0,0,8,16,31,37,43,73,0,0,0,0,0,0,35,39,75,8,17,25,0,0,0,0,0,0,8,17,25
ILOC40200502,0,31,59,90,62,52,121,633,218,855,11,5,8,707,279,979,432,513,946,1921,2009,3927,36,37,71,2388,2552,4941,95,111,203,272,288,561,11,8,23,377,409,788,282,331,611,1458,1466,2919,27,30,57,1765,1827,3589,181,247,436,668,718,1394,11,12,21,861,987,1846
ILOC40200503,0,4,9,17,4,0,5,137,44,178,4,0,4,142,44,188,11,10,23,344,285,633,8,13,20,370,306,674,9,10,19,55,61,119,0,0,0,68,69,142,8,4,16,276,220,500,5,3,6,292,228,520,15,11,23,114,99,218,4,7,8,129,121,247
ILOC40200504,0,23,21,44,29,28,53,372,106,477,3,0,7,404,135,537,224,227,454,1101,1167,2265,9,14,24,1342,1407,2750,62,82,145,136,145,278,9,3,7,205,223,435,146,141,284,839,875,1711,9,16,22,994,1030,2025,110,123,232,369,397,765,4,4,6,480,526,1009
ILOC40200505,0,12,17,33,18,11,30,252,113,365,3,0,3,272,122,390,85,79,164,728,726,1458,0,6,12,819,814,1630,15,29,38,93,108,197,4,5,6,112,142,248,51,50,103,535,514,1055,0,4,4,592,574,1165,38,42,82,226,279,505,4,7,9,271,327,596
ILOC40200601,0,138,202,339,40,41,80,2827,1051,3877,30,8,45,2903,1101,4001,348,369,719,8308,8120,16430,100,100,208,8758,8587,17352,102,140,242,1162,1222,2388,16,14,28,1279,1379,2660,204,219,416,6255,6049,12306,77,77,156,6534,6344,12886,179,241,418,2804,2908,5711,25,28,51,3007,3175,6185
ILOC40300101,0,8,13,25,16,15,23,175,82,261,5,0,12,195,99,292,111,126,240,641,661,1296,15,7,28,773,793,1567,31,49,78,88,113,198,3,4,3,123,161,283,64,80,143,471,456,924,17,8,22,552,543,1091,58,71,130,231,270,499,0,4,7,295,347,639
ILOC40300102,0,0,0,0,7,5,7,0,0,0,0,0,0,7,5,7,30,42,73,0,0,0,0,0,0,30,42,73,3,3,4,0,0,0,0,0,0,3,3,4,24,27,51,0,0,0,0,0,0,24,27,51,3,8,8,0,0,0,0,0,0,3,8,8
ILOC40300103,0,3,0,3,5,8,18,29,17,43,0,0,0,32,28,57,47,47,92,96,88,193,3,0,3,143,132,281,19,18,34,14,13,26,0,0,0,31,29,61,30,27,62,61,43,100,0,0,0,92,70,161,22,26,49,50,54,101,0,0,0,66,84,149
ILOC40300104,0,0,0,0,0,4,3,52,11,67,0,0,0,56,17,68,18,28,46,261,218,482,3,3,7,287,251,533,8,6,14,33,26,60,0,0,3,40,38,76,11,14,23,194,172,367,4,3,6,207,183,393,12,17,29,88,72,159,0,0,3,100,83,188
ILOC40300201,0,56,92,149,20,17,30,1652,724,2373,13,12,27,1685,745,2430,119,104,221,6577,6140,12711,95,98,197,6787,6338,13127,24,25,49,777,761,1547,10,9,23,816,803,1615,68,61,133,4825,4458,9287,83,67,152,4979,4586,9567,52,53,106,2191,2089,4284,20,30,48,2266,2177,4440
ILOC40300202,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,6,6,5,15,14,4,13,0,0,0,23,9,25,0,3,3,4,3,5,0,0,0,8,7,10,8,7,10,0,0,0,0,0,0,11,7,17,0,0,0,9,7,18,0,0,0,17,7,23
ILOC40300203,0,0,6,9,0,3,4,32,8,40,0,0,0,32,11,49,29,22,50,136,75,208,0,0,7,166,98,271,9,8,13,20,21,38,0,0,0,27,24,48,23,14,40,119,62,178,0,0,7,147,78,221,11,11,19,28,29,60,0,0,0,45,43,87
ILOC40300204,0,3,0,4,6,0,8,0,0,3,0,0,0,10,4,11,79,78,156,3,5,7,0,0,0,82,81,162,12,7,23,4,5,8,0,0,0,19,16,35,67,70,138,0,0,3,0,0,0,71,71,141,12,12,29,3,11,13,0,0,0,21,16,40
ILOC40300301,0,74,115,191,43,37,85,1450,757,2211,6,3,12,1507,797,2303,261,253,513,4952,5097,10048,52,51,105,5267,5402,10666,73,72,143,811,891,1697,6,5,12,894,969,1858,140,148,285,3382,3453,6837,38,37,73,3557,3641,7198,147,154,301,2146,2336,4474,14,19,34,2299,2502,4805
ILOC49499494,0,16,9,23,5,5,17,290,90,385,3,0,7,305,102,402,23,12,38,332,169,500,9,3,12,366,183,552,49,48,101,833,644,1475,10,5,17,899,699,1592,17,11,34,228,109,332,8,0,7,251,122,372,49,42,87,898,666,1572,12,10,21,958,720,1680
ILOC49799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,3,0,0,0,4,0,3
ILOC50100101,0,25,20,46,68,33,98,266,115,378,4,0,8,339,148,491,337,395,729,802,715,1523,14,20,35,1157,1128,2285,121,135,251,266,287,549,7,5,12,384,425,811,222,236,453,475,382,855,7,13,26,709,622,1334,191,228,428,532,559,1088,4,4,10,727,799,1524
ILOC50100102,0,23,40,65,47,31,79,535,199,737,3,0,3,582,234,813,206,198,409,1359,1325,2681,15,13,30,1577,1537,3120,70,94,164,472,518,994,6,3,6,551,622,1167,87,78,165,592,521,1105,8,5,9,684,601,1287,167,193,360,1135,1215,2347,10,13,25,1314,1415,2726
ILOC50100103,0,0,7,9,14,11,25,5,3,9,0,0,0,17,14,37,74,66,140,12,9,17,0,0,0,82,73,162,15,18,33,3,5,6,0,0,0,19,21,41,59,60,116,7,3,14,0,0,0,66,61,129,16,13,25,9,7,17,0,0,0,19,23,44
ILOC50100104,0,23,48,76,67,42,109,429,179,612,3,4,5,504,224,726,350,405,755,1316,1233,2553,23,16,38,1687,1657,3346,116,146,265,420,447,873,3,3,6,547,597,1140,205,242,452,703,631,1337,13,10,23,922,883,1809,194,254,450,938,974,1908,10,10,17,1142,1237,2385
ILOC50100201,0,3,12,14,10,11,23,0,0,0,0,0,0,10,11,23,136,151,291,10,5,7,0,0,0,146,155,301,19,25,47,3,6,8,0,0,0,21,32,54,105,119,221,8,0,8,0,0,0,113,119,229,23,42,67,3,7,14,0,0,0,31,51,79
ILOC50100202,0,3,3,9,15,7,27,0,0,0,0,0,0,16,7,28,128,132,254,13,4,14,0,0,0,134,136,274,20,25,44,0,3,3,0,0,0,24,24,49,106,110,211,3,3,4,0,0,0,107,107,212,26,27,55,10,6,16,0,0,0,37,35,70
ILOC50100203,0,3,11,18,38,16,50,0,0,4,0,0,0,36,17,52,245,282,527,16,18,27,0,0,3,262,292,561,7,13,23,11,8,19,0,0,0,21,25,42,208,236,444,4,7,13,0,0,0,212,246,457,24,21,46,17,16,33,0,0,0,43,42,83
ILOC50100206,0,3,6,12,26,13,32,37,11,52,0,0,0,61,25,89,148,132,277,75,73,150,0,0,0,221,205,433,20,17,37,42,43,84,0,0,0,65,58,128,123,109,228,41,39,87,0,0,0,164,148,314,37,32,66,75,70,152,0,0,0,112,102,219
ILOC50200101,0,27,45,71,31,20,53,436,147,586,3,3,10,469,177,643,293,325,613,1457,1288,2747,24,25,43,1772,1630,3407,49,59,103,302,290,590,0,3,5,348,351,701,201,217,417,987,828,1815,20,18,34,1201,1062,2262,113,128,244,681,678,1361,4,8,14,801,817,1623
ILOC50200102,0,0,3,5,8,0,7,0,0,0,0,0,0,8,0,7,79,71,155,0,0,0,0,0,0,79,74,157,12,7,16,0,0,0,0,0,0,12,7,16,68,57,125,0,0,0,0,0,0,68,58,128,19,17,39,0,0,0,0,0,0,19,17,39
ILOC50200201,0,4,6,13,3,6,6,69,16,87,0,0,0,77,24,96,60,69,131,193,119,310,3,0,4,258,186,440,14,17,32,68,34,100,0,0,0,88,45,132,46,44,88,117,68,185,3,0,4,163,110,274,22,26,49,141,84,227,0,0,0,167,105,274
ILOC50200202,0,3,4,3,4,3,8,34,7,38,0,0,0,35,12,47,43,42,78,133,101,230,3,0,3,177,139,316,5,6,13,10,16,23,0,0,0,21,22,44,29,22,54,78,51,125,3,0,3,111,71,182,10,21,31,69,62,126,0,0,0,80,77,159
ILOC50200301,0,10,17,22,4,5,5,183,75,261,4,0,4,191,79,268,16,25,44,740,694,1435,4,14,16,765,728,1496,4,3,5,103,93,195,0,0,0,111,98,205,12,11,25,563,488,1055,4,12,18,584,512,1091,8,15,24,245,257,499,0,0,0,253,271,524
ILOC50200302,0,0,8,11,3,0,4,49,19,67,0,0,0,49,24,71,56,67,127,211,149,363,5,0,3,268,219,496,9,20,29,21,36,59,0,0,0,38,51,91,36,44,82,150,94,250,0,0,3,190,140,333,20,33,55,73,81,149,3,0,0,94,114,206
ILOC50200303,0,15,25,41,9,10,18,371,127,498,3,0,8,387,136,521,68,61,127,1211,1135,2350,20,21,34,1302,1214,2512,17,27,45,182,165,346,0,3,3,201,197,397,44,32,79,913,815,1734,18,15,34,969,870,1838,39,51,87,442,433,873,0,3,8,482,486,968
ILOC50200401,0,50,108,158,56,52,113,889,380,1274,7,3,6,955,434,1388,421,460,881,2746,2789,5531,23,33,57,3187,3280,6468,111,149,262,466,535,999,7,9,17,592,691,1278,242,258,502,1944,1971,3913,21,25,39,2208,2255,4459,227,274,506,1180,1259,2437,9,10,18,1418,1549,2961
ILOC50200402,0,42,51,93,44,28,72,1004,450,1455,8,3,4,1056,482,1538,208,205,418,2781,2705,5487,27,14,47,3021,2928,5950,57,78,137,518,575,1094,0,4,4,578,662,1241,107,113,219,1753,1654,3409,21,9,31,1881,1780,3655,131,155,284,1357,1479,2834,4,11,15,1497,1640,3136
ILOC50200403,0,36,72,112,37,29,73,921,349,1268,12,3,17,968,385,1352,267,314,584,2735,2802,5536,39,46,89,3045,3158,6204,112,117,226,447,503,950,6,8,19,559,630,1190,126,152,280,1873,1840,3718,22,28,53,2018,2019,4041,190,231,427,1200,1312,2512,14,14,29,1411,1566,2972
ILOC50200404,0,56,92,155,45,30,72,1210,554,1769,13,4,19,1274,588,1862,208,210,411,3977,4217,8193,35,43,79,4218,4461,8682,71,91,159,874,903,1774,12,6,19,953,1005,1957,110,115,226,2474,2595,5071,26,24,51,2605,2738,5343,137,157,301,2127,2331,4457,20,19,33,2284,2503,4789
ILOC50200501,0,31,61,99,22,12,33,878,279,1154,9,5,13,908,300,1202,125,115,242,2971,2596,5564,21,25,53,3120,2737,5859,45,49,94,442,410,854,10,7,21,500,469,968,72,65,135,2084,1766,3851,11,18,30,2165,1847,4014,80,85,163,1196,1119,2312,19,21,35,1295,1220,2514
ILOC50200601,0,0,0,0,0,0,0,3,3,3,0,0,0,3,5,9,9,12,15,10,10,16,0,0,0,19,20,37,0,4,9,0,3,3,0,0,0,5,8,13,9,6,16,7,0,7,0,0,0,13,9,19,0,3,9,7,7,14,0,0,0,5,15,22
ILOC50200602,0,5,3,4,17,4,17,86,16,99,0,0,0,100,20,116,108,118,222,225,112,337,11,0,8,343,231,571,26,27,54,94,53,146,0,0,0,123,80,203,77,93,169,107,53,167,9,0,11,194,148,340,42,43,85,200,99,299,0,0,0,238,144,382
ILOC50200701,0,0,0,0,4,0,7,5,0,10,0,0,0,11,3,9,48,45,95,6,3,9,0,0,0,55,53,106,11,10,24,5,0,5,0,0,0,17,10,26,38,39,79,3,4,3,0,0,0,41,44,81,16,16,30,8,3,9,0,0,0,20,13,37
ILOC50200702,0,7,19,28,6,3,10,168,57,221,3,0,3,174,61,236,50,37,88,477,387,867,3,4,8,530,426,958,8,3,13,130,134,263,3,0,3,142,142,279,38,32,65,273,205,477,6,4,5,310,241,555,21,5,22,303,287,591,7,0,3,330,287,616
ILOC50300101,0,41,112,153,20,14,33,1056,473,1527,20,9,24,1090,494,1584,183,177,359,3603,3717,7322,68,58,127,3854,3957,7809,23,41,62,721,736,1456,7,18,21,752,791,1544,110,108,220,2349,2377,4724,44,41,79,2503,2521,5022,75,85,158,1729,1856,3592,26,26,53,1837,1970,3803
ILOC50300102,0,20,40,60,4,4,8,520,207,723,0,4,3,522,217,736,51,43,92,1961,1767,3725,33,26,55,2036,1833,3875,26,29,49,303,259,562,0,0,0,330,289,616,25,22,50,1338,1189,2530,22,14,34,1382,1225,2612,42,41,85,807,718,1527,13,15,22,865,780,1642
ILOC50300201,0,0,8,8,8,11,16,71,27,101,0,0,0,82,35,115,54,70,123,265,202,467,3,3,6,324,274,595,23,30,48,48,48,95,0,0,0,71,76,142,29,35,65,182,120,303,4,0,3,209,158,373,35,50,92,118,115,233,0,0,3,152,172,324
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5
ILOC50300203,0,3,3,6,0,0,3,88,8,99,0,0,0,91,11,103,14,3,20,160,82,243,3,0,4,183,88,268,6,0,6,83,27,109,0,0,0,81,27,107,14,3,18,97,50,141,3,0,3,111,49,162,4,3,8,149,58,201,0,0,0,154,61,207
ILOC50300204,0,5,15,22,11,3,10,301,95,398,3,3,4,311,100,419,45,33,81,848,783,1635,4,5,10,897,822,1720,27,20,45,186,193,384,0,6,6,208,217,433,24,11,29,544,473,1017,7,3,7,575,483,1061,40,33,78,410,427,843,0,7,7,452,469,923
